2025-02-06 16:59:25:385  {"uuid": "b65ec250-b108-4f42-983d-aba9ccd5a6cb", "url": "https://shushilda.com/catalog/sims-4-cc/shoes-sims4/adidas-superstar-ts4/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_16.59.20", "filename": null, "previous": null}
2025-02-06 16:59:25:780  {"uuid": "bca352e9-e032-444e-a9f7-377b16b0f6ef", "url": "https://www.candysims.com/snowflakeboots", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_16.59.20", "filename": null, "previous": {"uuid": "7df95ce9-fd13-4dfb-bdd0-241847021658", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1675093910&key=f987fc317309e21ce0fdadaaa140c47e&cid=319350", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_16.59.20", "filename": "snowflake boots", "previous": {"uuid": "d01de6e5-2787-47a7-a7f2-d96d1942f6be", "url": "https://www.simsfinds.com/continue?key=f987fc317309e21ce0fdadaaa140c47e", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_16.59.20", "filename": "snowflake boots", "previous": {"uuid": "5f176f3f-4356-4a94-9b91-c3290cc0d8b2", "url": "https://www.simsfinds.com/downloads/319350/snowflake-boots-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_16.59.20", "filename": "snowflake boots", "previous": null}}}}
2025-02-06 17:31:00:754  {"uuid": "57120467-127f-4860-b3ef-002659da5d23", "url": "https://mysteriousoo.tumblr.com/post/725997398589079552/short-sport-jumpsuit-with-stripes-in-9-colors", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "3554fa41-93b5-4e91-92e1-40a870706a09", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1692401435&key=4047fbcf37d44cb2ec22523a17771baf&cid=329893", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Short sport jumpsuit with stripes in 9 colors", "previous": {"uuid": "9a675043-3e88-47c9-89a4-48d66a698b04", "url": "https://www.simsfinds.com/continue?key=4047fbcf37d44cb2ec22523a17771baf", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Short sport jumpsuit with stripes in 9 colors", "previous": {"uuid": "9a3be0a8-9a25-4e50-8155-fb93be7d8bac", "url": "https://www.simsfinds.com/downloads/329893/short-sport-jumpsuit-with-stripes-in-9-colors-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Short sport jumpsuit with stripes in 9 colors", "previous": null}}}}
2025-02-06 17:31:00:781  {"uuid": "3ac4c04a-8461-4acf-b661-86a8b19d61e7", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-everyday/title/new-year-party-overalls/id/1521228/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "40da7ee5-60ad-441c-af65-14c2e89853e3", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1609438985&key=5d13847ddf29ce4a88295b3d06414ae3&cid=265285", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Saliwa&#39;s New Year Party Overalls", "previous": {"uuid": "2cd826e0-d17a-4316-aa94-63d3ae8afa1c", "url": "https://www.simsfinds.com/continue?key=5d13847ddf29ce4a88295b3d06414ae3", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Saliwa&#39;s New Year Party Overalls", "previous": {"uuid": "95681967-f87c-499e-b0f5-bcaadc88383e", "url": "https://www.simsfinds.com/downloads/265285/saliwa-s-new-year-party-overalls-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Saliwa&#39;s New Year Party Overalls", "previous": null}}}}
2025-02-06 17:31:00:781  {"uuid": "27043ad3-9a89-462e-b6a8-af6bccc24342", "url": "https://www.thesimsresource.com/members/ChordoftheRings/downloads/details/category/sims4-clothing-female-adult/title/mini-dress-d-338/id/1726447/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "854e14be-6f9f-49a0-a0ff-0f0717536df0", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1735085369&key=b8e734726b4fdd64338209d53f06308d&cid=358918", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Mini Dress D-338 by ChordoftheRings", "previous": {"uuid": "6e918da8-a42c-4592-b2ee-c3edc40e372c", "url": "https://www.simsfinds.com/continue?key=b8e734726b4fdd64338209d53f06308d", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Mini Dress D-338 by ChordoftheRings", "previous": {"uuid": "f4f4f54f-0804-4e88-a42a-4cf6be21c1f6", "url": "https://www.simsfinds.com/downloads/358918/mini-dress-d-338-by-chordoftherings-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Mini Dress D-338 by ChordoftheRings", "previous": null}}}}
2025-02-06 17:31:00:781  {"uuid": "63f65991-51e5-46d4-ab99-a64c44200f44", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-everyday/title/jumpsuit-20200203/id/1476732/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "a6597f47-6b74-43d0-8b5d-38517ea93617", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1580839239&key=976332045db1dafee812950d9902077f&cid=194059", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Jumpsuit 20200203", "previous": {"uuid": "bdf8deaa-0af5-4c4e-b6dd-0e6db14d91ad", "url": "https://www.simsfinds.com/continue?key=976332045db1dafee812950d9902077f", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Jumpsuit 20200203", "previous": {"uuid": "9f8c1d00-029e-4f6d-abaa-0140d3c1391b", "url": "https://www.simsfinds.com/downloads/194059/jumpsuit-20200203-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Jumpsuit 20200203", "previous": null}}}}
2025-02-06 17:31:00:792  {"uuid": "539090d2-4fa9-418b-b464-b81ad3c4e4a0", "url": "https://shushilda.com/catalog/sims-4-cc/shoes-sims4/balenciaga-triple-s/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "3d833e06-2796-487d-8887-4b83578f7dcd", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1639701460&key=2217362dd2f737a878f84dc8e629ecc3&cid=296687", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "TS4 Balenciaga Triple S", "previous": {"uuid": "8b42da87-689c-4c5d-8ffe-24d9c78efed8", "url": "https://www.simsfinds.com/continue?key=2217362dd2f737a878f84dc8e629ecc3", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "TS4 Balenciaga Triple S", "previous": {"uuid": "4e449734-4c14-4be0-a3b3-dbe70b35fa0d", "url": "https://www.simsfinds.com/downloads/296687/ts4-balenciaga-triple-s-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "TS4 Balenciaga Triple S", "previous": null}}}}
2025-02-06 17:31:00:799  {"uuid": "3b7a43a4-f26c-4b9f-ab1c-6998a5b8d5f3", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-everyday/title/chloem-sports-jumpsuits/id/1440736/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "596e615c-b661-427b-8744-113747f1a54a", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1550416637&key=efda742ca564aeb03f2e829e7e9f8d91&cid=145711", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "ChloeM-Sports Jumpsuits", "previous": {"uuid": "0789e4d9-5a30-4600-893c-503318c1ce93", "url": "https://www.simsfinds.com/continue?key=efda742ca564aeb03f2e829e7e9f8d91", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "ChloeM-Sports Jumpsuits", "previous": {"uuid": "243383d5-f6ee-4742-b3aa-7f24c218e652", "url": "https://www.simsfinds.com/downloads/145711/chloem-sports-jumpsuits-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "ChloeM-Sports Jumpsuits", "previous": null}}}}
2025-02-06 17:31:00:801  {"uuid": "30d04f0c-d132-4f4a-8c03-9d6499804903", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-Athletic/title/full-yoga-outfits-/id/1484673/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "a2de6ee1-c97c-4b84-b51c-4e69a65ba98f", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1586273534&key=35d1e71dd9ac0afac7e7702ec6af7588&cid=205755", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Full Yoga Outfits", "previous": {"uuid": "eda91ec6-0cdc-42d9-afe6-6f8fdad57033", "url": "https://www.simsfinds.com/continue?key=35d1e71dd9ac0afac7e7702ec6af7588", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Full Yoga Outfits", "previous": {"uuid": "347be783-a2a8-4717-9c1b-d44b988e4bc8", "url": "https://www.simsfinds.com/downloads/205755/full-yoga-outfits-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Full Yoga Outfits", "previous": null}}}}
2025-02-06 17:31:00:801  {"uuid": "4406d237-28a1-4c1f-a6da-4fb2635a13ed", "url": "https://overkillsimmer.blogspot.com/2022/12/base-game-compatible-hq-compatible_20.html", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "97e50bf9-410f-4b68-bfde-2d04ebfdf6a4", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1671571232&key=96988d5ae2a276153236b3b551a3a939&cid=317356", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Eden lolita shoes", "previous": {"uuid": "55ff0930-95e7-4348-bc0c-107930f4ec58", "url": "https://www.simsfinds.com/continue?key=96988d5ae2a276153236b3b551a3a939", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Eden lolita shoes", "previous": {"uuid": "74e7a8e5-584a-460c-8bcd-ffac0937fd47", "url": "https://www.simsfinds.com/downloads/317356/eden-lolita-shoes-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Eden lolita shoes", "previous": null}}}}
2025-02-06 17:31:00:801  {"uuid": "e3a01d51-42e7-486b-9bc7-475ef9cd516a", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-everyday/title/mp-bandage-jumpsuit/id/1380638/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "533cf0d7-2983-46c3-bc73-513845dc2b5b", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1500294422&key=8bf2795dee7917a6957459ea721ae084&cid=87765", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "MP Bandage Jumpsuit", "previous": {"uuid": "0c9a82fd-e72d-46df-9e83-181a98f36874", "url": "https://www.simsfinds.com/continue?key=8bf2795dee7917a6957459ea721ae084", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "MP Bandage Jumpsuit", "previous": {"uuid": "4627e0c5-ca0b-426a-a7a6-5100f5cf2493", "url": "https://www.simsfinds.com/downloads/87765/mp-bandage-jumpsuit-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "MP Bandage Jumpsuit", "previous": null}}}}
2025-02-06 17:31:00:812  {"uuid": "68a8db8b-43ff-42be-9454-02e9ea4121ab", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-everyday/title/colette-jumpsuit/id/1463555/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "4b00de86-15ff-4e35-9c7e-1f3fc60cef4d", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1570553748&key=d8ffcc8e005fb8ea110ed7bfa629f91e&cid=171834", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Colette Jumpsuit", "previous": {"uuid": "745ed78a-ded5-435a-89f7-8f9c5cb95123", "url": "https://www.simsfinds.com/continue?key=d8ffcc8e005fb8ea110ed7bfa629f91e", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Colette Jumpsuit", "previous": {"uuid": "24c68a0b-ea81-4e08-a1f2-ce761a709f83", "url": "https://www.simsfinds.com/downloads/171834/colette-jumpsuit-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Colette Jumpsuit", "previous": null}}}}
2025-02-06 17:31:00:819  {"uuid": "6d73a934-c1f1-408a-a442-18a2baf399e7", "url": "https://blushchat.tumblr.com/post/175996780104/delight-romper-basegame-compatible", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "999c908a-29bb-43fa-8b82-80ac2921da8e", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1531878933&key=2756f00c7b6293ed91c8cbeea5c7f7e5&cid=120283", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Delight romper by blushchat", "previous": {"uuid": "3b294f11-e26d-438b-b3db-e791c9dcf4bf", "url": "https://www.simsfinds.com/continue?key=2756f00c7b6293ed91c8cbeea5c7f7e5", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Delight romper by blushchat", "previous": {"uuid": "efe07077-b724-45a9-9e53-55153e7dcbaf", "url": "https://www.simsfinds.com/downloads/120283/delight-romper-by-blushchat-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Delight romper by blushchat", "previous": null}}}}
2025-02-06 17:31:00:819  {"uuid": "f55c45c7-49bd-4054-853c-f706de47a4b9", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-everyday/title/shakeproductions-423--jumpsuit/id/1487291/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "bbdabfec-cd26-4c2f-819c-12cc2ea60870", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1588000373&key=ff01204f6400fe91db7f1a7d7aff0e4e&cid=209482", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "ShakeProductions 423 - Jumpsuit", "previous": {"uuid": "86175644-5c92-443f-83dc-fd718a9f32f2", "url": "https://www.simsfinds.com/continue?key=ff01204f6400fe91db7f1a7d7aff0e4e", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "ShakeProductions 423 - Jumpsuit", "previous": {"uuid": "5057c80c-9be8-461c-ad21-2697b04706d1", "url": "https://www.simsfinds.com/downloads/209482/shakeproductions-423-jumpsuit-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "ShakeProductions 423 - Jumpsuit", "previous": null}}}}
2025-02-06 17:31:00:819  {"uuid": "e80d5c74-5d9c-4045-a984-515e9d0b2183", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-everyday/title/strappy-jumpsuit/id/1464480/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "c7136350-976d-4187-9820-c48d28f02f50", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1571504414&key=152926db174de0a8c9dfb24ef960cc66&cid=172967", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Strappy Jumpsuit", "previous": {"uuid": "f55b9da6-7ec7-4c39-99fe-5c61db43f49f", "url": "https://www.simsfinds.com/continue?key=152926db174de0a8c9dfb24ef960cc66", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Strappy Jumpsuit", "previous": {"uuid": "ac23905a-6262-4935-8a4b-21cb1b2d3ebc", "url": "https://www.simsfinds.com/downloads/172967/strappy-jumpsuit-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Strappy Jumpsuit", "previous": null}}}}
2025-02-06 17:31:00:820  {"uuid": "ad970dc2-8dd5-4dea-acd9-a45c8e4ae658", "url": "https://ruchellsims-cc.blogspot.com/2022/08/jc-sandal-free.html", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "7061357a-af79-4f46-b5d1-3dede7c3e6e3", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1660124503&key=cf377f9ce9a5cde1c4fa2a26218a1a23&cid=310516", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "JC SANDAL - FREE", "previous": {"uuid": "20a695d5-b6e6-4b09-a8b0-5d6ee2f77482", "url": "https://www.simsfinds.com/continue?key=cf377f9ce9a5cde1c4fa2a26218a1a23", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "JC SANDAL - FREE", "previous": {"uuid": "c1842890-1212-4a50-a32d-4314a771f0c8", "url": "https://www.simsfinds.com/downloads/310516/jc-sandal-free-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "JC SANDAL - FREE", "previous": null}}}}
2025-02-06 17:31:00:827  {"uuid": "d78945cd-5c5b-485b-a17c-d80d747a7cd5", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-everyday/title/mp-cynthias-jumpsuit/id/1393761/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "2dd8f227-a642-48a8-9dd9-1f8771b3e7de", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1510154278&key=d551d31c58de42e3f97712866b3490cf&cid=95564", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "MP Cynthia&#39;s Jumpsuit", "previous": {"uuid": "a313e0b1-8868-41e8-b4c0-ba0aadaeb760", "url": "https://www.simsfinds.com/continue?key=d551d31c58de42e3f97712866b3490cf", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "MP Cynthia&#39;s Jumpsuit", "previous": {"uuid": "89cc4f26-0c66-4271-9bd6-5057f1766e69", "url": "https://www.simsfinds.com/downloads/95564/mp-cynthia-39-s-jumpsuit-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "MP Cynthia&#39;s Jumpsuit", "previous": null}}}}
2025-02-06 17:31:00:827  {"uuid": "5ba94bc2-2fce-4200-8760-b1175016d935", "url": "https://billsims-cc.tumblr.com/post/722130042003619840/washed-seam-detail-bodysuit-ts4-female", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "b48ba7a1-d3b8-4a58-9764-2779b11c3a96", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1688733375&key=b2d7ea1d1c30f6238b0c7ae47679927e&cid=327354", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Washed Seam Detail Bodysuit &#40;TS4&#41;", "previous": {"uuid": "cc0d25db-c445-4228-821a-6a09e7d74b9a", "url": "https://www.simsfinds.com/continue?key=b2d7ea1d1c30f6238b0c7ae47679927e", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Washed Seam Detail Bodysuit &#40;TS4&#41;", "previous": {"uuid": "ddbf070a-f80e-40fb-acf7-9bd67d30313c", "url": "https://www.simsfinds.com/downloads/327354/washed-seam-detail-bodysuit-ts4-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Washed Seam Detail Bodysuit &#40;TS4&#41;", "previous": null}}}}
2025-02-06 17:31:00:849  {"uuid": "123d9e45-0442-4c62-836c-8b58aae61a8a", "url": "https://shushilda.com/catalog/sims-4-cc/shoes-sims4/ts4-nike-air-jordan-11-retro-cool-grey/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "52771d27-b453-48a5-8b60-dff29d9b1666", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1677101334&key=c55a5eb5a01648462ed04d431e3d30e2&cid=320561", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Nike Air Jordan 11 Retro Cool Grey", "previous": {"uuid": "43a0d2dc-3182-41d9-acc3-dcf41e9b5a09", "url": "https://www.simsfinds.com/continue?key=c55a5eb5a01648462ed04d431e3d30e2", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Nike Air Jordan 11 Retro Cool Grey", "previous": {"uuid": "5642c83f-7413-427b-8329-274afc8b090d", "url": "https://www.simsfinds.com/downloads/320561/nike-air-jordan-11-retro-cool-grey-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Nike Air Jordan 11 Retro Cool Grey", "previous": null}}}}
2025-02-06 17:31:00:857  {"uuid": "b8bd2ee0-29eb-421e-a594-70fdb108189a", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-everyday/title/belaloallure_danilia-suit/id/1482969/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "04f144b1-5cb0-4c1f-8bce-615cdeadb7de", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1586541696&key=63880cf89747069cab75e43ff0643977&cid=206310", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Belaloallure_Danilia suit", "previous": {"uuid": "ebc097e3-57b6-4ef3-ad46-2ae35e6b2af6", "url": "https://www.simsfinds.com/continue?key=63880cf89747069cab75e43ff0643977", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Belaloallure_Danilia suit", "previous": {"uuid": "9200ed8b-ed52-4453-bf1b-9fa436014634", "url": "https://www.simsfinds.com/downloads/206310/belaloallure-danilia-suit-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Belaloallure_Danilia suit", "previous": null}}}}
2025-02-06 17:31:00:857  {"uuid": "a8236293-6d83-484e-ad29-2bedfb904f7a", "url": "https://daniel-sims.tumblr.com/post/652081163724292096", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "845cc740-be34-4565-b03b-712e50c8950f", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1621962240&key=7efadf307c28d40e1eb6d50d7f92802a&cid=280242", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Kylie Jenner in Versace", "previous": {"uuid": "6e7f8d71-96b5-4f3f-be45-302ad1446c7d", "url": "https://www.simsfinds.com/continue?key=7efadf307c28d40e1eb6d50d7f92802a", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Kylie Jenner in Versace", "previous": {"uuid": "1c0dc1ef-4c5c-4953-822d-e45473d65fbd", "url": "https://www.simsfinds.com/downloads/280242/kylie-jenner-in-versace-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Kylie Jenner in Versace", "previous": null}}}}
2025-02-06 17:31:00:859  {"uuid": "fdd6cb27-e03b-4a69-9bd5-e74a858c0926", "url": "https://www.thesimsresource.com/members/linavees/downloads/details/category/sims4-clothing-female-elder-everyday/title/octavia-soft-sweater/id/1726836/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "23e16d78-6176-47a8-9a7f-33217019ff8e", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1735803462&key=e1069d1ac2373503cc78a3314d7b3915&cid=359297", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "OCTAVIA - SOFT SWEATER by linavees", "previous": {"uuid": "53fb3def-c4d4-4cb6-925c-8a3f80dec971", "url": "https://www.simsfinds.com/continue?key=e1069d1ac2373503cc78a3314d7b3915", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "OCTAVIA - SOFT SWEATER by linavees", "previous": {"uuid": "8392e068-02a3-44bb-9cee-d5f206d0182d", "url": "https://www.simsfinds.com/downloads/359297/octavia-soft-sweater-by-linavees-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "OCTAVIA - SOFT SWEATER by linavees", "previous": null}}}}
2025-02-06 17:31:00:859  {"uuid": "daef9723-78a3-4738-97f8-3f79941d87cc", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-everyday/title/brandy-outfit/id/1501816/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "fb5ac131-1bd7-4d70-81e2-5c579e9a0ddd", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1596818047&key=be469d4f658f0c67753ef65086494e95&cid=230144", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Plumbobs n Fries&#39; BRANDY | outfit", "previous": {"uuid": "5575e312-18ab-49c2-9ce8-3bd7af25d6c7", "url": "https://www.simsfinds.com/continue?key=be469d4f658f0c67753ef65086494e95", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Plumbobs n Fries&#39; BRANDY | outfit", "previous": {"uuid": "6344d590-3148-4fce-b09f-2490b7aa8935", "url": "https://www.simsfinds.com/downloads/230144/plumbobs-n-fries-brandy-outfit-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Plumbobs n Fries&#39; BRANDY | outfit", "previous": null}}}}
